MovieID,CustomerID,Rating
571,90724,5
1145,607572,4
3427,169637,3
2372,277978,5
1962,804181,5
2862,1387757,5
3624,1017594,4
2152,2108197,4
191,885257,5
457,542494,5
1145,441625,2
1470,2471735,3
1470,657582,4
2452,985800,5
3860,1826297,4
4472,1841284,2
3917,204297,5
3756,1002301,1
1220,1767124,4
3962,2497860,5
4472,1208836,4
4306,1961573,4
1428,195464,4
2782,1694525,3
2391,2551143,3
1905,1238974,4
2913,273041,5
2152,1911485,4
30,313383,4
1542,1473704,4
1220,372660,4
3825,1421402,4
3917,1708281,4
4472,2453417,3
1798,122126,4
4306,2252405,4
1428,1081863,3
3106,1944653,4
758,2423486,4
1542,1914525,5
3917,1474709,5
3756,2318617,4
3151,922431,4
1798,1959862,4
1905,61057,1
2391,1348732,3
3925,2129837,4
2913,2252513,5
1145,1128269,5
457,1260257,3
4356,1379773,4
886,1861800,5
2372,2194204,3
1962,976871,5
313,1406437,3
1470,1328352,4
3962,802459,4
2372,200875,4
758,2075525,4
2152,2043323,4
3756,737509,3
4306,1662751,5
3917,589596,3
4472,752642,3
3624,500215,4
571,2379,4
1180,206356,5
4123,1582119,5
3938,1585813,5
4123,1289515,4
1798,557068,2
3151,483647,2
1470,612677,2
1110,474141,2
3756,238549,2
3938,1609708,5
3106,1547701,5
3962,188298,5
4306,1420275,5
30,984439,4
2913,2433823,2
1798,2535925,5
1220,449277,4
30,861518,4
4306,881664,5
2452,1229547,5
2782,1611543,4
4123,1078666,4
1428,2415731,4
3427,1602902,4
2122,758487,4
3151,2355421,1
3756,1122977,3
3860,70456,4
1542,907338,3
30,2254438,4
313,570650,5
3427,2183491,4
2122,1263525,3
4123,2012363,4
2452,1640450,5
313,1562553,3
2391,1519183,4
3282,2122519,5
3106,1344169,5
3917,1197466,3
4432,1844813,4
3860,1283946,2
4306,336630,5
1110,93245,1
3151,647701,4
3282,1096372,2
2152,924640,5
3860,917254,3
571,311070,1
4472,2025863,4
2391,143903,3
1428,261880,3
4472,1291445,4
3624,1923116,3
1798,465885,4
3917,1276457,1
2782,1831619,4
1145,1645917,2
3825,663880,3
571,481429,5
1470,1702801,5
2782,867418,5
3917,1232666,2
1470,1970029,3
3962,140442,3
2122,518762,4
1110,309243,2
1905,1143375,3
1542,505751,5
1110,34483,4
4432,1412703,4
3925,262765,4
3860,2185356,3
4306,694574,4
3756,1732197,3
313,1009270,1
2913,1870703,5
1865,767232,5
3106,2320535,4
3151,104095,1
1110,2000681,4
607,1791019,5
2152,1693581,3
1110,603960,5
4123,1205647,3
2152,2505694,2
1220,581577,4
1220,343570,4
30,1036836,4
457,272845,3
2122,2137416,4
1110,864253,5
1145,1973709,3
571,1709075,4
1145,1988492,3
313,2266329,5
2372,1220170,4
1962,2403812,5
2913,928674,4
4472,1457683,5
3962,1772380,2
3427,2564390,1
1962,700844,3
571,1983454,4
191,1629621,4
607,1809343,3
2152,2434676,4
3917,771805,3
1905,1910212,5
3151,670658,1
3962,1886221,3
313,1612886,5
2122,1414182,4
1428,1916271,4
1470,178696,3
1180,270218,4
1307,1462504,3
3151,541961,4
4432,482859,4
1798,137242,5
4472,1948052,2
886,230298,5
30,291728,3
457,1975706,4
313,2565761,4
4356,2500688,3
3756,1331074,3
1865,941605,3
313,1697754,5
457,734911,3
3938,2363095,4
1470,2576492,4
4306,1510778,5
1220,1486173,4
1110,2226302,5
3860,494121,2
1180,1455974,5
3427,2144822,3
3427,1789414,1
3925,1290145,4
2452,1806880,5
2782,440060,5
3860,424286,4
4306,463221,4
1180,971682,5
4432,734504,5
3825,2440588,3
3917,218348,3
4306,1791932,5
4123,148404,4
3427,289257,4
1180,2035900,3
3938,1259356,3
3860,2543084,3
3624,927370,3
2862,103862,4
3860,1003850,2
3925,1063704,2
3925,1416744,4
2391,471999,5
3151,866143,2
3151,2384259,4
3151,340754,4
191,798972,3
607,1391882,3
3962,769807,2
886,182090,5
2391,995272,3
571,895643,5
2122,2561891,4
3925,2162637,3
3860,2503539,3
571,1491479,5
886,320829,5
1428,2486592,4
30,795733,4
4306,1296625,4
3925,591336,4
1905,2254856,4
607,2631950,3
1145,1598514,4
571,324426,4
1110,1911859,1
3106,824264,4
2122,2315211,4
2152,1626010,4
4306,2351610,5
2452,2137749,5
571,1489474,2
457,1430784,2
2372,1410903,2
2913,378137,5
191,561178,4
457,148576,4
2152,883474,3
1145,589444,3
1798,374602,5
1865,1439269,5
3151,863787,4
1220,1843476,4
1798,326502,5
1110,2197296,4
607,11796,5
4306,83992,5
3624,2524489,5
3427,715020,3
2391,1445346,4
191,395020,1
607,1754477,3
313,2268963,5
3756,537260,3
191,1841907,4
758,866356,2
2782,1205671,5
4432,2475394,4
1905,1625020,4
2862,2269603,4
3825,2507515,4
3825,2405745,2
2862,1179680,4
3925,1649373,4
4306,855088,4
4306,1676821,4
3860,1784935,3
1307,1865699,2
1307,635758,3
1180,1756057,4
2152,1772936,3
758,414258,3
30,1330811,3
2862,2109326,5
3938,1614409,4
4472,800389,3
2152,2360378,5
3938,1433425,5
2152,432851,2
4432,1108619,3
191,150477,3
2782,158568,3
3151,1056522,2
4306,1116311,5
30,2496831,5
3825,2370786,4
1307,1392553,1
313,2275935,5
3962,634577,4
1905,615414,5
2372,1257606,3
1428,2488622,1
3938,1329728,5
30,2068263,3
30,91311,4
607,2295623,5
4472,867056,4
1470,2340946,5
1470,2137077,3
1962,2257223,4
1905,1366123,4
4356,1740797,4
3962,1415470,5
3860,1805061,3
4123,897236,2
3427,936497,5
1220,52591,4
2782,1956365,5
3962,2155516,5
313,2447492,5
3860,1763487,2
4123,284470,3
2372,1749635,4
3427,1709867,2
3938,343719,4
1220,853893,1
1865,2076962,4
3860,884657,3
2452,1963670,5
1470,2371650,3
3860,1364307,4
1110,48383,4
2391,753105,4
1428,186604,4
1542,2557502,2
3825,325709,4
1798,1892963,4
3917,1241569,3
3860,1022221,5
3925,140767,5
1542,501957,5
886,1717655,4
3756,328775,2
3151,2537347,1
2452,1826347,1
1865,1818286,3
1180,130161,4
3151,369006,5
3282,725719,5
2152,1704300,5
2152,1818548,4
1145,2481147,3
4306,149359,3
4356,1104230,3
4432,594113,4
1798,374783,4
1307,1687364,3
2913,506346,4
2122,154337,5
571,1826303,4
3756,716426,3
3106,1934276,4
4356,1459323,3
1962,93124,3
1428,18327,5
191,1198796,4
2782,375499,4
1962,1240243,3
3938,2511731,4
2862,1053165,3
2913,12168,4
1145,1800019,4
4356,1304543,4
2782,387076,5
1307,2607275,2
3860,1905416,3
886,2375169,4
1542,1419424,3
2372,1773436,3
3624,1600254,4
2452,2635851,4
3624,956851,5
1905,2092797,4
1110,2187027,5
3825,511899,3
1905,1476342,4
2122,1597715,3
2372,511178,4
3151,1801797,3
3624,2040676,2
3151,2101640,4
1180,2181411,4
1905,835025,5
571,2104471,5
1145,2486425,4
4306,2033411,5
4356,2377703,1
1180,1934019,4
2152,2498453,4
3624,1650929,4
1428,273896,2
2152,265106,2
3756,2016145,2
1865,441765,5
3624,665588,3
4432,785657,3
4123,1246119,5
1110,1757264,4
3925,1374572,3
3925,1930556,4
1428,2033618,2
4356,678846,2
1542,860780,3
3860,55138,4
3860,356515,4
1798,225444,2
2391,447667,4
1110,332079,5
2862,2475613,4
4472,468947,4
1470,2570552,4
2452,135392,5
191,1071198,5
30,1204867,4
3860,1594560,4
2862,2556238,4
3962,1331971,4
1865,2520088,4
1542,2487269,5
4432,1883951,2
3962,1599735,5
3427,1794356,3
3860,1119399,4
3962,799776,4
1905,2277098,5
3427,301871,4
3282,1536145,4
886,328307,5
2782,1705084,5
1180,2391105,5
1962,1332764,5
3106,1710112,4
2862,1490837,4
3427,2448740,3
4123,2648448,3
3825,963178,4
3860,2325574,4
457,2226046,5
4356,2263961,4
2372,737529,3
1798,1338520,5
1220,1453633,4
2122,877290,3
3860,2300499,2
1905,1115506,3
3917,3830,3
3282,2581333,3
2372,1527679,5
1110,1200461,3
191,257550,4
4123,2460260,3
3917,22420,4
3825,702581,3
313,30751,2
1428,841622,2
3624,2362138,4
1905,719014,5
3925,2500191,4
3925,1106040,5
571,1586205,4
313,2446506,2
1307,882958,2
2391,559893,4
1180,2210686,3
3106,1315067,4
1180,160974,3
2152,1371302,3
2372,1053297,3
3624,1562894,4
1220,1305276,3
4123,1125930,4
3860,1721692,4
571,475337,3
1110,841727,3
1962,1335093,5
2122,617660,2
3624,313110,4
2862,2453949,5
2452,1841567,5
1307,1335484,5
4472,998472,5
2862,1325959,4
3938,777359,4
1962,2007343,2
3938,626090,3
1962,2403507,3
4123,2510737,1
1905,629942,4
4306,1896068,5
886,698737,4
3427,1091889,3
2452,729038,4
571,563339,5
4123,1915087,3
313,828657,4
886,1929255,5
1180,2408329,3
1110,721104,4
2391,1108474,3
1220,721304,4
2782,35881,5
2782,906476,4
1962,2232565,3
3938,1741184,4
457,1745404,4
1110,239473,4
2452,445423,3
3938,2481593,5
2152,1470304,4
3938,2440315,5
3825,2465557,4
1798,1266111,3
2372,317335,3
1145,900868,3
3624,932624,2
2152,664780,2
4432,1165352,4
571,1171558,4
2372,1255424,3
571,2189144,5
1865,1695122,3
3756,1556647,3
2913,1308112,4
571,1197784,5
4432,856697,2
4123,770122,5
1428,1821205,4
1110,2082786,4
4306,1001654,5
3151,1391130,5
1110,1478381,2
1542,1459551,4
3925,2529796,5
2782,1671132,5
3938,2454437,4
3106,2216807,3
313,1334718,4
2862,408909,4
607,354053,2
886,2585952,4
3938,1515004,5
1470,264378,3
1798,607140,5
3962,681188,5
2391,475575,2
4123,2145196,4
1180,66985,4
4306,1527164,5
3925,852950,4
3925,2634117,5
3860,794999,5
3825,107580,5
4123,255337,4
3151,867121,1
3624,759492,3
2862,2163591,3
2862,2492511,4
3962,1025141,5
1307,56321,4
3938,2196184,4
3151,285297,4
191,591126,5
571,2102071,2
457,2516288,3
191,740716,5
4123,1271783,3
1145,2217043,2
4356,355729,3
3624,750748,5
1145,1736850,3
1865,1942496,4
3427,2299468,3
2122,530474,5
3962,1237281,5
3938,1205616,5
886,1117597,4
1220,892782,5
1962,811903,4
758,589962,5
2372,1792384,5
3427,1626561,5
3962,1065872,5
3106,452186,4
2372,1014068,4
886,1871298,4
2152,2289529,5
2152,1006777,3
1428,1578237,3
607,1262368,4
3624,1575060,4
2452,1326126,5
2391,77450,5
3624,646140,5
2391,2208438,4
2862,83942,4
571,629815,5
30,1205671,5
3917,1425869,4
30,1949578,4
2152,723708,2
4123,2380689,2
3282,1363937,3
3962,353412,4
1865,842998,4
1145,2311208,3
1798,1662965,4
3756,1269608,3
4432,2098011,5
571,451289,3
1110,2211493,4
1180,2155100,4
1180,2196368,5
758,2525684,5
3860,1845125,3
30,1269956,2
571,805018,5
1145,2378148,5
3860,1160597,5
2122,146918,5
1220,1652378,3
3962,2158455,5
3860,1950584,4
3925,1241692,4
758,349193,3
2862,908868,4
3917,1975802,4
3756,2544656,4
1180,1115632,2
3938,1043067,3
607,676959,2
1470,1136411,4
4123,586916,3
571,1361657,2
1470,2038128,3
2152,882681,2
4306,2197364,4
2913,1756912,4
4356,1204226,4
1110,1076770,4
4472,372233,4
2452,28588,5
4306,2102393,5
1220,1320959,4
2913,2018657,5
3860,53960,4
3938,2453596,5
2122,1623618,3
3282,549047,4
1905,1188000,4
3427,2178005,2
2782,1243059,4
3427,1641539,4
1145,2192867,3
3106,1203610,5
191,851605,5
2782,300376,4
2452,776270,5
1110,340751,4
3962,42291,5
3860,2513879,4
3756,1446088,3
3938,590121,3
1962,234628,5
3106,1914630,3
886,2535278,4
4432,1998211,4
1470,2001061,3
1307,447099,5
4432,1730146,5
30,488083,5
1110,1617289,2
4356,274728,4
1542,2195168,4
1865,661869,5
1145,653399,2
1798,1130628,3
4123,2350656,2
2391,136681,4
3860,1866271,4
886,610706,4
3825,161251,2
2391,1151461,3
1865,151301,3
3925,1194057,3
1798,1706204,4
1470,2066426,5
1180,535385,3
2122,2430075,4
4306,951254,3
2152,2602218,4
1110,2328644,3
2782,1912503,1
30,2448173,4
2372,1461487,4
4472,704153,4
1145,558643,4
4306,2517242,5
2782,1169575,3
3925,1362796,4
2862,1104108,3
30,537575,3
3624,1361027,5
457,657805,5
571,2589556,4
3860,474247,5
1470,565219,4
3825,548779,3
607,2311364,3
1145,1213108,4
3925,457228,5
1180,343170,2
4123,2451418,2
571,509578,5
4432,2118923,2
2372,1229971,5
3624,587866,4
3825,386050,4
886,671408,5
1428,492810,4
1110,2109306,4
1428,1296862,5
1145,1461930,4
1962,783778,3
1798,473816,5
3282,739145,5
2122,540045,1
4432,1746376,4
2372,307375,4
1865,1141060,5
1962,1643703,3
607,2048340,3
886,520469,4
4432,1566849,3
4306,666673,5
1798,1934556,5
1307,1219621,3
2452,1145629,5
3427,2249350,4
1905,2580180,3
3106,1392067,4
3282,1714205,3
4432,938173,4
30,1919055,4
191,176011,2
1962,1583691,5
30,1413993,2
2152,99173,2
3624,2355924,5
4123,359806,4
1220,1229032,5
2452,297929,5
1220,344376,4
2372,1866861,5
3756,795043,3
457,2596635,5
2152,352383,4
1428,183801,4
607,154869,3
1110,2352992,3
3427,1644845,4
3962,1196728,4
2372,357914,3
457,901587,3
2122,398227,4
2122,2442243,3
1307,1056604,4
1798,889529,4
4432,1064352,3
4123,253168,5
4472,1805407,5
1145,2446682,1
1470,311622,4
2122,1361023,3
4306,1718708,4
4306,2208173,5
886,1878463,4
758,1534695,3
2152,752476,3
457,2362664,4
3917,305197,3
3962,2366061,4
571,2555706,1
1307,2136018,3
1110,1290524,5
1145,264680,3
1145,184077,1
2372,2462692,4
2391,1728853,3
4472,1331844,5
2122,1059977,3
2152,216956,5
2913,48246,5
1905,716240,4
758,1657705,5
886,1266208,5
4472,62894,4
2452,1745296,5
886,2025791,5
3962,102578,2
2122,994423,5
3917,2116935,5
3151,1886077,4
3917,800866,4
571,1427057,3
313,1715906,2
4123,1120982,4
3624,876703,4
1110,1923578,4
2122,1838231,5
4306,1152270,5
3938,2158986,4
4306,2351488,5
1865,643292,4
1145,1332753,4
607,1910038,2
1110,1805874,5
571,2054417,5
2782,1505827,5
2372,2640943,3
758,395586,3
3106,924488,4
1962,1167992,3
191,606764,4
571,599094,5
886,2508531,5
2913,653418,2
3151,45856,4
3282,1575886,3
313,1186036,4
3825,2050743,4
4356,459506,4
1470,1903582,3
1110,2408399,2
4306,2331608,5
3938,1008264,3
4356,1107635,4
2152,1951647,3
1962,1183907,3
313,2547949,3
4472,1440679,5
191,1415471,4
4123,2641316,3
3825,1744702,2
2913,253163,4
2862,2634650,5
4356,1053565,5
1905,288310,4
2782,2396038,5
1110,192339,5
2372,1458757,3
758,2091767,3
571,2189237,2
2452,251163,5
1865,1141610,5
1470,102004,4
2152,208508,4
571,2546838,5
1220,1785839,4
1180,2368526,4
3756,2354142,4
1110,664476,4
3962,1863844,5
3962,2035094,3
3282,2270184,5
2122,739994,4
1905,271472,4
3925,863045,3
2913,498677,5
2862,2304078,3
1110,2578194,5
1865,1975582,3
2913,1073842,4
2152,854895,5
457,514476,4
4306,2460411,4
3938,2177466,2
3860,699119,4
3427,2248842,4
571,370892,5
1110,2538343,4
3825,1433949,3
1110,1336363,5
3151,968765,5
571,1838457,4
1110,375726,3
1798,1954946,5
4356,94810,4
2913,1836694,4
3917,1307915,4
2372,683671,3
3962,839183,5
3282,477938,4
3282,1993546,3
1962,921612,4
571,409202,4
1542,133101,4
3962,734355,4
1962,118838,4
3624,1077720,4
571,1716583,4
457,502274,4
3962,1772215,5
1428,773335,4
30,593237,4
1145,922804,4
2152,761527,4
1145,2276416,3
3624,546737,4
1428,1430250,3
758,579549,2
30,81150,5
2782,496970,5
1307,1429251,3
191,884468,5
2391,336368,4
758,904354,5
2152,1932255,3
30,318752,5
1905,930919,5
1905,2201302,5
886,85638,5
1962,1762998,4
3106,2625369,4
3917,151371,5
3938,452658,5
571,626118,4
3925,1597703,4
457,985700,4
1962,960959,5
1905,217444,4
2372,1724731,1
1865,379231,3
3938,2347801,5
2452,79633,5
2782,928951,4
1220,702086,4
2452,1774205,4
1307,2034298,5
1307,1838965,3
191,2573445,3
3151,1459150,5
4472,1285755,4
1220,356979,4
3825,629025,5
2913,958763,5
3962,1046104,3
4356,1138465,4
1962,1693857,2
3756,526218,4
4472,1792974,4
30,1941948,4
2122,2013922,5
2372,506271,3
4356,495349,5
3756,1279834,2
3938,1468124,4
3925,1127876,4
607,810595,3
1220,1037922,4
30,1889189,4
457,780794,4
1905,1323534,5
2372,2162230,2
2122,2413942,4
2913,1876063,4
2452,2068151,5
1905,2354371,4
607,1545940,4
571,1224014,5
886,108581,5
1470,465276,3
2862,1736176,4
3756,708701,4
1962,1284284,3
4472,2099512,5
2862,1081074,4
1798,31879,4
4432,796472,4
